720,160,780,1360,880,1100,1500,1880,0,9,6,9,15,13,5,9,9,6,1,15,7,12,16,3,2,0,7,7,6,11,7,15,3,11,5,4,4,9,0,12,13,16,11,6,14,6,11,6,4,6,0,14,16,13,15,1
940,520,280,140,1260,900,1760,1900,7,15,15,2,14,8,8,12,11,6,0,0,12,3,0,4,8,10,4,12,2,6,14,11,10,12,6,2,5,0,6,16,0,9,4,7,8,12,5,6,8,16,9,6,2,16,8,3
920,1000,1420,780,640,600,1660,1500,14,3,0,6,5,12,2,2,13,3,12,1,11,2,16,5,5,15,14,0,7,8,11,15,12,10,14,1,16,14,3,11,8,10,13,16,10,1,8,14,6,16,1,1,6,7,8,2
320,260,120,800,340,1840,2000,1620,10,6,14,10,7,16,7,11,12,0,11,3,1,16,7,0,3,8,7,7,3,13,13,14,0,7,2,14,11,12,1,3,13,4,12,2,13,8,0,9,3,0,7,9,5,11,11,1
860,840,720,1440,580,1160,1780,540,10,10,14,4,7,0,12,14,16,13,8,8,4,13,2,2,10,0,0,16,3,13,13,14,1,16,1,1,5,9,15,8,12,16,9,16,10,13,0,4,16,12,13,0,9,14,15,2
1480,1640,1860,1840,700,560,1400,1460,13,6,13,15,8,10,9,9,5,9,14,16,9,6,16,11,3,14,11,1,6,3,9,13,15,16,8,3,8,15,11,2,11,2,10,8,11,4,14,6,2,5,0,11,10,11,9,3
940,1940,1360,1800,920,1420,1900,940,13,14,7,11,5,4,9,16,10,16,1,3,13,11,11,14,10,1,0,11,13,12,14,9,0,6,12,11,2,12,8,9,8,15,16,4,0,11,14,2,9,9,5,8,15,10,1,2
1860,1480,900,780,1080,460,1460,1420,5,13,13,10,13,12,1,9,6,2,15,13,12,6,12,1,11,12,10,3,4,1,16,5,16,5,8,15,0,10,4,15,9,2,0,6,0,11,4,15,7,3,11,12,2,15,5,1
380,200,1360,320,1920,720,920,1720,9,0,13,15,5,12,14,9,8,7,12,15,16,2,7,9,14,0,2,16,4,15,14,14,2,12,13,2,16,1,10,16,5,16,12,13,14,12,8,13,10,16,15,15,4,4,10,2
800,1240,1320,260,1000,300,1760,860,2,8,7,10,0,14,10,2,16,10,15,2,6,16,1,12,4,1,7,1,16,7,6,13,0,6,5,9,3,2,10,13,9,7,2,0,16,7,8,8,9,6,13,2,12,7,9,3
1300,1680,1040,1060,1560,1920,120,460,1,14,7,3,10,5,13,10,16,4,2,6,3,2,11,3,7,4,16,5,11,5,5,3,10,7,15,15,9,1,7,14,13,14,5,10,9,2,15,7,16,6,1,15,1,16,13,2
1720,1560,440,40,820,1160,480,20,13,3,15,4,1,4,8,2,1,7,4,1,1,6,11,16,0,8,8,8,13,14,7,10,6,7,7,6,2,16,8,3,6,8,8,1,10,15,14,13,0,10,9,4,9,12,9,3
580,1500,440,620,1680,1400,620,880,6,5,9,5,6,4,15,9,1,11,15,9,9,5,0,11,3,16,15,6,8,10,9,6,14,16,7,9,16,1,4,10,15,4,5,2,0,12,9,4,6,11,0,7,1,9,10,2
800,1320,20,220,1640,1340,900,700,6,9,15,3,6,8,12,0,15,0,6,11,14,8,0,0,2,15,9,5,13,9,4,16,14,11,8,0,6,4,7,13,11,9,15,13,12,6,9,13,10,11,3,4,7,16,16,2
220,260,720,1860,1840,460,100,1860,10,5,10,15,15,6,8,15,12,7,9,4,7,0,11,13,9,4,6,3,1,10,11,14,5,2,16,11,13,10,11,10,3,13,1,8,13,10,2,2,9,11,8,1,11,8,5,2
1820,660,1340,360,1540,900,1860,920,11,4,10,9,4,16,3,15,1,13,7,12,15,7,5,15,14,2,14,3,10,1,9,15,11,14,7,14,2,0,4,6,15,16,5,3,9,15,7,11,12,3,7,4,16,16,1,2
1620,420,480,720,1820,1220,540,1480,5,16,10,10,11,9,8,6,14,9,6,12,4,11,4,6,4,7,3,12,1,4,13,5,12,2,14,11,14,12,3,8,14,14,2,2,15,0,1,12,16,10,8,9,7,8,12,3
900,1000,40,1280,160,360,1340,1500,12,15,8,9,12,5,16,6,4,12,11,3,10,3,3,4,13,13,12,4,8,14,3,7,3,0,1,0,12,2,7,2,15,16,8,1,8,2,1,8,13,6,9,2,6,2,16,3
1560,820,800,1980,500,1120,1420,640,10,11,10,2,15,16,3,9,2,9,1,1,11,6,3,0,11,4,8,13,10,1,1,9,6,12,15,8,7,4,1,4,7,8,8,12,8,2,16,9,15,4,10,5,0,2,5,2
1280,1840,1700,1540,1820,780,880,1760,10,8,7,1,3,4,9,10,4,4,13,10,11,11,6,4,12,3,5,8,1,4,11,10,3,10,12,4,15,11,13,12,14,5,1,3,11,10,1,9,5,7,8,0,7,10,1,2
1240,1380,480,40,80,280,640,580,12,7,14,2,8,14,4,8,9,7,8,11,16,2,7,2,14,15,14,7,5,3,3,0,16,0,10,1,10,11,10,14,15,7,8,13,4,1,11,1,11,1,15,1,5,11,15,1
360,1800,160,1520,960,1620,1340,200,11,10,7,1,4,3,16,15,10,4,9,7,3,8,3,6,2,0,12,0,8,5,11,8,15,12,3,7,1,12,12,9,3,11,9,14,7,1,13,14,0,5,11,5,16,7,2,2
1020,1660,980,1600,320,1360,340,1940,12,16,8,5,2,2,16,4,0,14,15,13,2,9,14,14,0,7,14,15,12,13,3,5,2,0,9,14,15,5,8,13,10,5,13,2,4,0,6,10,9,16,3,0,1,13,14,2
1480,1480,320,560,1860,1900,1180,1980,4,3,3,0,11,4,9,0,10,15,0,0,5,5,16,7,10,9,7,15,5,3,9,15,2,0,2,10,6,4,2,13,11,0,9,5,15,13,16,7,0,12,2,0,1,5,3,3
1020,1160,1260,520,1180,1960,1800,1780,15,2,9,5,16,3,11,15,4,13,8,12,8,2,3,12,10,14,2,15,11,2,14,11,13,0,15,2,5,2,15,11,3,6,5,5,13,12,9,3,8,10,1,5,7,12,10,3
880,1140,1300,1340,600,460,1880,1680,16,7,12,10,13,16,10,8,13,0,15,14,1,10,3,3,15,13,8,2,9,6,11,8,4,6,2,15,14,7,13,9,9,15,13,15,0,13,0,3,4,7,1,14,0,9,5,2
880,1520,1440,1300,420,1060,260,1380,8,8,5,15,3,10,11,10,6,13,4,5,12,13,12,14,8,3,14,4,4,8,16,1,14,9,16,10,2,12,15,2,6,10,14,14,6,0,1,7,13,0,14,3,11,9,15,1
140,220,800,920,1960,580,460,1920,12,9,8,4,5,13,16,8,7,6,3,7,1,1,14,11,0,12,11,7,2,0,13,8,1,13,5,15,13,7,11,6,14,9,1,14,5,7,15,3,9,9,2,3,9,5,11,2
1780,400,160,1740,1180,60,1460,1680,6,5,12,1,4,14,16,13,8,15,0,16,13,16,4,2,13,12,7,4,0,11,3,11,4,12,0,6,5,6,9,7,8,6,7,12,9,15,8,6,12,15,9,11,13,15,15,3
1120,220,1440,340,200,380,240,1940,8,11,16,9,11,0,0,4,10,1,4,2,9,16,5,13,9,6,3,1,10,16,2,11,7,10,4,13,12,3,10,12,1,3,12,4,13,8,14,10,13,9,8,10,5,14,10,3
1400,120,120,920,680,1620,860,580,3,9,9,10,11,16,15,10,11,16,3,14,13,4,0,6,9,10,2,9,9,14,13,9,1,6,12,7,13,6,7,8,0,16,14,9,9,0,1,4,15,9,13,4,11,15,6,1
920,600,1500,600,1440,1660,1700,1240,6,7,4,15,4,11,8,10,4,11,8,1,9,9,3,14,7,2,0,14,5,1,0,12,13,8,16,9,15,5,1,5,11,7,15,5,0,5,3,14,10,11,2,2,16,2,10,2
1200,660,720,1960,1620,420,700,900,15,2,6,6,7,13,8,2,6,14,14,5,8,5,4,2,1,8,2,13,0,1,8,10,1,12,6,15,16,14,9,3,14,15,15,13,1,5,12,0,14,14,13,10,16,6,8,2
2000,1680,1460,1640,320,540,1320,540,11,4,1,15,4,16,14,6,7,4,16,15,15,14,1,4,1,15,4,11,9,3,13,8,16,4,5,8,3,6,0,1,14,10,4,9,15,8,3,12,7,16,14,3,15,3,13,1
1920,1680,1960,1980,840,180,1280,1560,10,13,5,13,1,10,5,13,9,2,14,2,3,13,8,5,12,8,12,7,12,9,2,10,8,1,2,9,11,7,7,3,15,4,12,3,8,0,10,0,7,14,12,0,16,14,13,1
480,1980,1180,160,1880,220,1760,480,1,9,13,7,1,9,12,7,13,16,13,2,0,0,1,1,2,12,7,2,5,2,16,16,14,12,2,8,9,0,5,7,1,14,9,8,3,13,7,5,12,10,11,11,7,0,10,3
1040,900,300,740,220,720,1360,1700,4,16,9,8,8,11,13,1,0,7,7,3,14,8,13,3,0,4,10,10,4,16,1,8,6,10,6,10,9,2,14,3,13,4,12,2,1,6,4,5,4,4,9,11,10,16,9,3
780,620,40,1440,1820,1400,380,1100,6,10,15,16,0,10,3,11,14,7,9,12,9,5,10,4,2,13,8,2,13,8,6,10,14,14,5,8,15,9,7,9,14,13,8,6,8,8,11,13,4,7,16,8,12,15,0,1
820,220,380,1260,1780,1960,1220,1280,5,10,10,0,12,11,6,11,2,12,13,9,0,10,8,0,6,7,8,0,9,13,14,14,1,10,2,9,11,13,1,1,16,2,15,10,0,3,14,14,6,6,3,15,6,9,15,1
1960,960,40,1360,1000,1360,160,1740,2,14,3,9,15,9,5,1,5,1,14,6,5,2,10,11,5,2,16,6,5,1,3,15,13,12,4,3,4,8,10,1,4,2,0,1,10,10,2,10,0,12,15,7,3,7,6,2
880,120,2000,1060,220,680,840,1020,1,1,3,9,9,14,11,11,1,0,14,14,2,6,7,2,6,11,5,1,10,2,9,11,10,13,14,4,14,8,14,13,3,13,9,6,9,16,2,15,16,13,1,3,12,16,1,3
1120,1460,120,1020,1620,1360,280,420,4,11,9,4,9,2,13,8,10,6,13,13,5,15,2,0,0,12,0,4,0,7,12,9,3,16,8,0,0,3,8,1,2,0,13,13,12,3,0,3,5,8,3,3,7,2,7,2
1060,900,460,560,1080,1900,1240,1860,2,1,7,13,6,2,6,9,10,0,7,7,13,13,2,13,13,2,1,2,0,8,0,14,11,16,0,9,13,2,3,16,14,7,16,15,0,15,10,6,13,8,2,4,16,3,7,3
1100,480,140,1940,1920,1620,1840,1780,3,2,15,16,9,9,8,2,11,16,15,10,13,7,14,0,6,15,16,6,14,8,8,16,1,10,7,9,16,8,4,9,1,15,16,8,3,9,10,3,6,6,10,12,3,6,0,2
120,320,560,820,360,1920,1820,820,4,8,14,9,12,15,11,11,3,5,7,0,12,10,10,3,3,14,14,0,16,11,13,7,9,14,13,13,1,15,14,2,2,12,11,14,3,14,13,6,8,3,0,3,1,4,1,2
1020,1160,900,1740,360,40,400,1280,1,13,12,5,16,14,15,7,11,5,6,10,14,3,5,10,14,12,1,8,12,7,5,6,4,12,16,6,6,6,7,8,8,14,5,6,5,9,4,13,4,6,7,5,9,9,16,1
1780,1580,260,1560,1940,1460,740,320,6,13,14,16,3,7,16,5,6,10,2,4,4,4,8,10,1,9,12,10,14,11,9,15,12,12,9,13,3,16,6,16,9,0,8,16,6,6,16,15,6,12,5,9,14,12,11,2
1360,1420,440,1120,1460,1780,760,300,9,4,7,15,5,1,2,13,16,1,10,8,10,6,15,8,11,2,1,0,6,0,4,1,16,11,9,15,16,4,10,5,13,4,0,8,5,1,0,3,15,8,14,10,8,8,14,1
1460,580,120,100,1520,460,860,840,7,10,5,5,8,12,11,8,8,2,4,4,15,16,12,0,13,4,10,14,7,4,13,14,10,6,13,2,11,9,2,11,10,8,4,0,6,13,9,10,7,10,9,11,5,3,0,3
1420,1560,560,760,1660,40,1580,420,16,8,6,9,15,11,3,6,11,14,9,15,16,16,12,16,5,9,5,1,8,1,16,13,15,6,5,7,13,0,2,3,16,15,3,6,8,2,8,9,6,15,1,7,13,8,14,2
1720,1660,220,1140,1800,640,780,1060,6,0,11,9,3,14,13,2,0,1,13,13,8,11,12,9,3,3,6,1,13,16,13,10,12,13,10,7,13,4,2,7,14,2,3,1,10,10,5,1,2,9,14,7,9,2,10,2
940,1980,700,720,140,1360,1640,1080,9,13,8,2,9,6,14,0,1,8,12,9,0,11,16,10,7,1,1,4,0,5,1,9,13,6,3,3,10,6,1,5,3,15,5,4,8,4,14,11,15,1,3,11,15,9,7,1
780,60,760,120,240,800,700,40,11,4,8,2,6,6,3,13,4,7,6,8,11,9,15,12,0,10,2,9,0,10,1,3,1,12,9,12,12,0,1,6,15,1,7,6,14,9,11,8,10,7,12,6,12,13,0,2
1800,1060,1160,480,260,520,1220,420,14,2,0,10,6,3,13,11,5,5,12,10,9,10,10,11,2,16,13,10,10,8,9,8,15,14,10,12,7,14,7,16,10,1,16,0,9,1,15,5,1,14,5,1,9,4,14,1
480,1580,460,1460,1120,680,1320,240,1,8,7,4,3,3,12,11,13,8,10,3,3,15,16,0,0,2,9,2,12,2,14,2,8,0,1,2,3,7,10,11,9,6,6,14,15,11,11,6,9,5,15,13,11,13,8,2
540,460,820,1120,540,160,740,840,2,13,12,14,13,8,4,5,11,6,10,13,4,12,15,5,10,6,13,1,15,2,2,8,1,7,16,5,13,7,15,14,12,0,4,6,4,9,12,9,4,6,14,11,4,11,15,1
1200,1500,420,860,1200,580,600,940,2,6,10,12,4,1,16,3,14,13,1,3,14,5,7,15,0,13,8,11,13,13,14,14,10,11,15,0,1,5,0,1,11,13,2,16,10,13,7,15,14,0,11,3,14,6,9,1
800,1440,1160,1800,1740,1420,560,60,4,16,15,15,3,12,11,11,12,16,16,11,10,0,0,13,15,0,9,9,3,14,7,4,6,10,13,8,5,10,5,14,2,9,0,9,12,1,11,7,7,3,10,3,15,11,4,2
680,1640,1560,1560,1180,1100,1720,60,12,0,0,13,1,15,9,14,11,6,9,15,1,10,1,1,11,10,1,1,2,8,9,12,8,14,3,7,15,0,3,9,1,5,15,9,7,4,11,0,2,12,10,8,11,8,10,2
1060,120,1960,1580,1240,1360,1000,340,12,14,7,12,5,16,11,3,11,4,11,16,8,6,5,13,16,3,0,8,16,6,5,8,8,9,8,12,7,0,14,8,7,3,14,10,4,10,16,16,5,10,2,3,3,16,11,1
740,1320,1880,1960,760,1160,1980,1520,14,12,12,4,13,2,2,11,1,16,6,9,9,10,4,14,16,8,8,3,10,6,12,12,9,1,5,2,10,9,10,6,11,4,6,9,9,11,8,10,14,10,15,10,3,0,0,1
1180,1060,980,1140,1280,340,1060,1740,13,5,2,15,3,12,12,9,4,4,3,12,15,2,5,13,5,16,11,11,7,5,15,1,4,12,6,4,10,14,9,10,6,7,1,7,8,13,5,6,6,6,16,3,14,0,8,3
1680,460,1680,200,1220,1820,520,160,14,6,13,5,3,12,6,16,12,4,7,16,13,4,7,12,5,11,5,6,6,14,11,9,14,16,0,3,9,10,3,9,9,8,5,10,3,3,1,9,6,5,6,15,4,2,9,1
1100,560,1600,1160,460,1860,380,1700,16,12,13,6,13,5,0,5,0,11,0,10,15,6,15,13,3,16,10,6,4,7,14,14,13,3,16,0,13,13,0,14,3,1,7,6,3,0,8,10,4,5,6,9,9,14,16,1
1880,40,60,360,980,360,1800,1300,11,2,2,10,10,12,4,8,9,7,4,15,15,15,3,7,11,11,16,10,12,16,7,15,15,0,12,0,12,6,2,16,6,2,4,0,8,1,13,12,7,16,4,3,13,13,12,3
940,1040,740,620,1640,460,540,1840,13,12,8,6,4,13,13,0,6,13,3,5,12,4,13,12,14,7,9,4,16,4,6,11,6,4,11,0,4,6,6,3,16,1,4,4,11,3,16,15,13,9,3,3,1,11,4,1
400,1820,1900,1920,1820,820,700,1840,0,1,5,7,3,15,9,14,7,10,12,3,3,9,13,10,16,12,12,3,4,11,12,13,16,7,12,14,5,15,14,16,10,5,5,0,9,1,7,3,1,16,15,10,15,10,13,3
620,1560,300,1740,40,60,1320,1820,4,11,13,0,14,13,13,3,14,9,10,3,2,3,15,6,4,11,9,3,9,3,3,7,2,11,14,13,0,6,6,4,8,4,6,6,14,16,9,9,6,9,9,2,4,10,14,1
960,1740,580,1360,1320,1020,1940,1620,2,7,14,15,1,14,13,8,2,16,7,4,8,5,9,8,10,2,14,2,5,13,4,14,14,15,6,8,8,10,14,5,15,0,0,4,1,16,1,4,13,14,13,16,3,6,4,3
180,1960,1080,1820,1420,460,140,20,16,8,4,8,15,9,10,2,15,8,5,0,10,2,11,8,1,12,8,0,1,3,4,14,9,4,2,12,6,6,5,5,14,1,7,14,7,1,3,6,0,1,16,16,5,8,2,1
1900,2000,1900,1120,1860,1840,220,40,0,10,3,13,9,11,10,11,15,14,0,16,7,5,15,8,7,16,9,11,9,10,11,14,3,2,12,2,1,3,10,5,0,14,8,6,4,5,0,14,2,4,15,9,10,11,8,2
580,420,1940,1280,1020,1280,460,400,11,0,7,1,12,1,2,12,16,8,4,7,4,12,5,15,11,4,3,0,16,11,15,12,7,15,3,5,11,4,6,15,7,13,14,15,13,5,14,16,8,9,8,9,5,15,4,2
460,2000,960,1760,1000,1900,1860,600,7,0,0,10,12,12,14,5,7,4,8,7,1,14,15,7,13,12,15,9,3,14,10,2,9,6,1,0,5,7,14,5,16,13,1,4,6,6,6,8,13,12,7,3,15,15,14,3
480,940,780,280,980,400,440,1860,11,13,7,6,0,7,8,11,16,15,2,15,14,2,5,12,1,12,5,2,2,16,9,6,6,8,2,3,6,7,5,7,3,13,4,14,6,15,0,16,7,0,10,13,15,0,1,1
360,540,620,1880,580,1140,1500,1060,14,11,8,3,13,16,4,10,0,1,4,6,4,4,5,0,9,2,11,4,10,8,13,2,9,3,8,15,16,16,0,6,14,1,9,12,8,15,16,5,11,15,9,5,0,6,0,2
620,800,720,720,1300,400,400,1360,10,6,15,11,9,4,5,16,4,15,16,1,1,14,0,14,16,7,8,2,0,4,11,3,16,2,2,2,9,2,15,15,5,4,14,9,13,11,11,10,0,5,13,13,7,13,5,1
160,300,1360,20,840,1280,1160,1360,8,3,8,1,5,3,3,12,3,12,10,11,4,13,13,4,1,10,0,4,10,2,14,8,8,2,5,11,0,7,5,6,11,13,16,16,11,7,5,10,7,4,11,4,13,14,14,2
480,1880,520,1720,440,1500,320,1960,13,11,11,4,7,9,10,7,5,13,0,7,8,11,3,16,5,13,8,3,2,6,9,2,14,15,2,16,5,0,14,4,16,2,13,9,12,7,13,5,3,15,9,11,15,16,4,3
140,1840,800,820,1460,220,300,880,6,7,16,10,3,10,5,0,11,10,12,14,14,6,9,5,1,11,15,13,0,8,13,7,8,9,10,0,9,7,9,7,3,0,9,4,4,16,14,4,16,11,4,12,9,13,12,1
260,1500,1220,220,1660,360,1400,320,7,14,6,0,14,7,6,0,0,12,4,10,2,2,14,0,15,11,13,2,7,6,1,11,4,7,2,16,0,4,2,10,15,9,0,2,9,10,1,9,11,16,0,9,5,9,7,3
420,320,880,620,180,1880,1240,1980,15,4,5,16,11,6,0,2,8,14,7,5,14,10,0,3,5,11,16,14,16,6,14,15,7,6,15,12,3,15,12,9,3,5,2,6,4,7,6,16,9,7,15,5,9,12,14,3
1480,1200,680,1480,40,1720,160,720,12,2,12,15,0,12,7,12,5,16,12,7,4,10,9,16,4,3,13,15,6,16,4,6,8,5,10,3,3,4,3,10,9,1,15,11,4,7,3,10,15,11,7,6,8,11,8,2
80,200,100,140,1740,40,300,800,15,9,13,12,4,0,14,12,4,13,8,12,8,6,15,5,8,13,13,14,11,14,10,0,16,13,12,14,10,5,7,6,10,8,12,2,11,9,12,2,11,1,5,12,11,15,3,1
1440,800,640,1380,220,180,1660,160,3,16,12,0,3,0,8,9,10,13,11,13,7,1,12,8,0,11,6,15,0,16,12,16,1,15,0,13,16,2,8,14,10,1,5,12,9,10,3,11,0,0,4,2,13,2,16,3
1500,900,140,820,1940,220,1660,420,5,6,7,8,5,8,6,5,10,9,13,4,0,4,10,2,14,6,4,0,8,12,13,16,12,0,14,14,1,6,11,4,1,8,10,10,7,12,3,16,16,15,1,0,3,12,9,3
1500,460,980,440,1240,880,600,260,7,14,2,5,12,7,15,7,1,8,11,8,16,15,9,11,2,4,7,16,1,0,10,15,0,13,12,8,1,16,16,2,4,0,16,7,16,4,12,14,9,12,4,6,7,16,15,2
900,1640,580,1500,1740,880,680,200,5,8,13,15,12,14,13,12,15,3,14,3,16,16,5,3,11,0,14,2,4,1,12,0,8,2,4,5,16,1,11,16,3,5,12,8,8,11,8,4,10,13,16,11,12,7,6,2
920,860,180,280,660,720,880,1200,10,11,16,10,13,4,10,12,3,9,1,0,2,10,13,10,4,8,11,0,15,7,5,2,3,7,11,4,5,5,15,11,15,8,4,15,13,5,8,5,4,14,15,12,10,16,3,1
1880,820,1960,340,460,240,1640,1240,16,11,14,4,4,6,10,1,4,1,12,3,16,7,13,13,6,3,2,10,9,16,12,9,1,15,3,7,14,1,14,14,13,14,6,3,3,5,11,6,11,16,8,8,8,1,15,3
1520,1380,1780,1660,260,1380,1880,340,10,9,12,1,5,12,9,14,0,13,5,15,7,5,13,10,0,0,15,2,12,14,2,13,6,16,5,2,14,1,2,11,0,1,16,8,14,5,11,4,13,12,4,3,1,9,4,1
620,1900,1500,860,1080,280,200,2000,9,4,12,14,16,1,5,10,15,6,6,13,2,13,1,9,13,10,7,14,2,10,16,9,0,0,5,7,12,2,0,3,3,11,10,15,5,9,4,2,11,7,4,4,0,4,10,1
120,1980,1340,920,620,1680,220,60,1,2,0,0,15,9,5,15,11,11,2,12,16,4,2,2,10,15,12,12,1,3,5,11,11,14,12,0,4,13,3,9,0,5,15,1,4,4,15,15,12,16,2,16,1,12,2,1
380,1640,580,640,740,1200,1660,1700,11,10,15,7,3,12,10,12,0,13,16,1,12,8,15,0,4,16,5,0,2,2,3,14,9,14,12,8,14,9,10,15,14,9,2,7,5,13,8,9,6,5,1,13,3,4,0,2
1560,500,720,1860,1740,840,1260,1480,6,3,8,6,11,6,14,8,2,0,2,5,13,8,16,3,7,8,3,9,2,10,7,15,15,5,1,2,16,16,8,6,16,1,10,2,0,13,7,10,12,14,15,7,7,2,5,3
1500,360,420,1140,1660,320,460,80,10,14,5,15,10,0,7,14,11,15,14,10,5,3,1,8,14,5,6,15,5,14,6,13,4,0,3,7,11,14,13,1,0,12,6,16,1,15,4,11,14,3,8,10,11,3,16,1
300,520,900,260,1460,700,580,480,5,4,7,14,9,3,14,9,10,1,15,0,8,12,9,15,5,3,6,10,2,6,12,1,8,3,6,2,7,6,12,9,15,4,3,3,16,0,14,3,11,12,15,5,8,11,16,3
1220,80,1540,120,1740,1240,1560,1400,10,13,15,4,13,5,15,3,10,10,11,7,8,3,6,8,16,0,3,7,6,5,12,0,16,2,3,12,8,7,6,0,4,0,16,5,12,12,12,14,5,10,7,7,4,15,15,1
1180,840,300,880,1300,340,1700,1820,6,12,15,16,9,0,8,8,8,3,10,12,14,10,0,14,0,0,15,2,0,5,3,7,10,8,2,8,7,2,6,3,16,16,15,2,6,5,5,7,2,3,9,15,14,5,13,1
500,700,1120,260,1540,240,1080,1040,13,3,16,1,3,14,3,1,3,2,4,2,3,6,2,9,11,6,13,14,7,12,3,2,16,4,6,6,1,12,5,0,15,16,4,5,8,14,6,1,8,12,9,0,5,13,11,3
280,1580,980,1020,60,220,200,480,12,0,14,5,15,2,3,13,9,6,16,11,5,14,0,7,11,8,15,8,3,7,15,12,16,1,7,3,15,12,1,0,14,0,6,5,8,0,9,2,11,7,0,0,16,2,10,2
1540,1740,920,1620,660,1840,220,1220,11,16,16,11,15,13,13,4,5,3,5,1,15,4,1,16,0,6,6,11,2,11,5,10,13,2,2,3,1,4,8,13,5,10,13,14,1,11,4,1,1,8,15,3,13,2,4,3
1760,1680,260,100,660,1300,1020,1760,0,16,11,14,5,10,16,8,10,8,4,2,5,1,10,0,0,16,9,9,5,15,11,1,2,3,7,5,10,10,10,11,3,12,2,14,5,1,0,9,9,4,9,10,16,7,6,2
280,1700,1520,300,2000,320,40,540,10,0,0,12,16,6,13,8,1,1,15,16,3,9,16,14,11,1,4,5,14,2,1,4,14,14,13,5,6,9,10,9,5,8,0,4,0,10,3,3,1,14,7,11,16,1,8,3
20,760,1020,1240,1740,700,1680,120,2,4,6,13,13,6,2,5,10,13,5,6,7,0,8,0,15,6,5,10,5,4,1,16,11,15,6,15,11,10,10,6,12,2,4,9,9,10,9,0,12,11,3,3,3,9,5,3
1800,780,1700,1900,940,1240,560,920,0,0,15,9,13,12,9,3,7,6,3,3,9,11,16,9,9,14,5,12,10,2,9,11,15,10,11,9,15,3,7,7,16,9,5,6,9,2,5,9,14,8,3,5,10,6,1,1
1180,200,1640,1720,1240,1560,100,1320,12,4,8,0,16,8,8,14,8,8,5,0,16,14,15,16,6,2,2,0,1,4,4,5,8,12,8,7,11,8,3,15,16,0,15,14,13,4,5,13,14,10,3,9,12,14,15,2
1040,760,1540,1960,740,1900,1500,1820,12,11,10,8,15,1,4,3,0,7,14,2,14,0,14,9,12,12,16,0,8,16,12,9,14,11,5,2,6,14,3,10,6,6,3,4,16,6,9,10,6,16,3,13,8,6,5,1
1280,1760,940,1740,1780,1280,160,1540,1,0,0,10,16,14,4,5,3,6,9,15,10,5,2,11,14,12,10,4,0,8,3,8,14,13,4,12,3,16,14,15,16,7,0,9,14,5,12,14,3,0,14,11,15,0,7,2
180,940,1180,20,1900,680,1280,1360,15,7,4,1,6,7,13,9,11,10,7,9,13,5,15,5,0,2,3,16,0,6,11,4,13,8,13,5,9,10,3,11,16,6,6,8,0,16,1,3,14,11,15,3,8,8,0,2
660,680,1700,1840,1400,300,1140,720,4,11,3,5,16,13,0,0,9,4,4,4,7,1,8,16,14,0,0,3,14,4,2,13,10,9,6,5,12,11,6,7,15,11,8,14,4,8,4,1,1,4,1,10,11,2,13,2
